,ISBN,Book_Title,Book_Author,Year_Of_Publication,Book_Publisher,Image_Small,Image_Medium,Image_Large,Important_Features
362,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg,J.R.R. TOLKIEN Del Rey
363,1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,Health Communications,http://images.amazon.com/images/P/1558744630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744630.01.LZZZZZZZ.jpg,Jack Canfield Health Communications
364,0671004107,Contact,Carl Sagan,1997,Pocket,http://images.amazon.com/images/P/0671004107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.LZZZZZZZ.jpg,Carl Sagan Pocket
365,0671683993,The Temple of My Familiar,Alice Walker,1990,Pocket,http://images.amazon.com/images/P/0671683993.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671683993.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671683993.01.LZZZZZZZ.jpg,Alice Walker Pocket
366,0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439064872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.LZZZZZZZ.jpg,J. K. Rowling Scholastic
367,0061097314,The Bean Trees,Barbara Kingsolver,1998,HarperTorch,http://images.amazon.com/images/P/0061097314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097314.01.LZZZZZZZ.jpg,Barbara Kingsolver HarperTorch
368,0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,Penguin Books,http://images.amazon.com/images/P/0140119906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140119906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140119906.01.LZZZZZZZ.jpg,Gabriel Garcia Marquez Penguin Books
369,0553579606,Ashes to Ashes,TAMI HOAG,2000,Bantam,http://images.amazon.com/images/P/0553579606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg,TAMI HOAG Bantam
370,006099486X,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",Simon Winchester,1999,Perennial,http://images.amazon.com/images/P/006099486X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006099486X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006099486X.01.LZZZZZZZ.jpg,Simon Winchester Perennial
371,0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991,Bantam,http://images.amazon.com/images/P/0553289411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553289411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553289411.01.LZZZZZZZ.jpg,JEAN M. AUEL Bantam
372,0446530522,Cane River,Lalita Tademy,2001,Warner Books,http://images.amazon.com/images/P/0446530522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446530522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446530522.01.LZZZZZZZ.jpg,Lalita Tademy Warner Books
373,0345447840,The Surgeon,TESS GERRITSEN,2002,Ballantine Books,http://images.amazon.com/images/P/0345447840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447840.01.LZZZZZZZ.jpg,TESS GERRITSEN Ballantine Books
374,0446359866,Presumed Innocent,Scott Turow,1989,Warner Books,http://images.amazon.com/images/P/0446359866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg,Scott Turow Warner Books
375,0446612790,2nd Chance,James Patterson,2003,Warner Vision,http://images.amazon.com/images/P/0446612790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.LZZZZZZZ.jpg,James Patterson Warner Vision
376,0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics,http://images.amazon.com/images/P/0553213148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213148.01.LZZZZZZZ.jpg,L.M. MONTGOMERY Bantam Classics
377,0446365505,Pleading Guilty,Scott Turow,1994,Warner Books,http://images.amazon.com/images/P/0446365505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.LZZZZZZZ.jpg,Scott Turow Warner Books
378,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/002542730X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg,James Finn Garner John Wiley &amp; Sons Inc
379,0451203895,4 Blondes,Candace Bushnell,2002,Signet Book,http://images.amazon.com/images/P/0451203895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.LZZZZZZZ.jpg,Candace Bushnell Signet Book
380,0553272535,Night,Elie Wiesel,1982,Bantam Books,http://images.amazon.com/images/P/0553272535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272535.01.LZZZZZZZ.jpg,Elie Wiesel Bantam Books
381,068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg,Ursula Hegi Touchstone
382,0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books,http://images.amazon.com/images/P/0452283205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg,Tracy Chevalier Plume Books
383,0553250531,The Valley of Horses,JEAN M. AUEL,1984,Bantam,http://images.amazon.com/images/P/0553250531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.LZZZZZZZ.jpg,JEAN M. AUEL Bantam
384,0440213525,The Client,John Grisham,1994,Dell Publishing Company,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.LZZZZZZZ.jpg,John Grisham Dell Publishing Company
385,0451188462,Desperation,Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451188462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.LZZZZZZZ.jpg,Stephen King Signet Book
386,0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg,J. K. Rowling Scholastic
387,0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy,http://images.amazon.com/images/P/0064400557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg,E. B. White HarperTrophy
388,0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg,Mary Higgins Clark Pocket
389,0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg,Alice Sebold Back Bay Books
390,0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg,Mary Higgins Clark Pocket
391,0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg,Sue Grafton Fawcett Books
392,0446607193,Unspeakable,Sandra Brown,1999,Warner Books,http://images.amazon.com/images/P/0446607193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg,Sandra Brown Warner Books
393,0373484003,Irish Hearts,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg,Nora Roberts Silhouette
394,0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway,http://images.amazon.com/images/P/0767905385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg,Stan Redding Broadway
395,0440211263,Circle of Friends,Maeve Binchy,1991,Dell,http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg,Maeve Binchy Dell
396,0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg,Robert Ludlum Bantam Books
397,0767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg,Frances Mayes Broadway
398,0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner,http://images.amazon.com/images/P/0684865742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg,Frank McCourt Scribner
399,0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425116840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg,Tom Clancy Berkley Publishing Group
400,074343627X,Dreamcatcher,Stephen King,2001,Pocket,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.LZZZZZZZ.jpg,Stephen King Pocket
401,067102423X,Bag of Bones,Stephen King,1999,Pocket,http://images.amazon.com/images/P/067102423X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg,Stephen King Pocket
402,0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg,Pat Conroy Bantam Books
403,0316666009,1st to Die: A Novel,James Patterson,2001,Little Brown and Company,http://images.amazon.com/images/P/0316666009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.LZZZZZZZ.jpg,James Patterson Little Brown and Company
404,0446611867,A Bend in the Road,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446611867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.LZZZZZZZ.jpg,Nicholas Sparks Warner Books
405,0385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,http://images.amazon.com/images/P/0385336179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.LZZZZZZZ.jpg,Sophie Kinsella Delta
406,0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,http://images.amazon.com/images/P/0553582755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg,Dean R. Koontz Bantam Books
407,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,Plume Books,http://images.amazon.com/images/P/0452268060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452268060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452268060.01.LZZZZZZZ.jpg,Julia Alvarez Plume Books
408,044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg,Robert James Waller Warner Books
409,0345339738,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339738.01.LZZZZZZZ.jpg,J.R.R. TOLKIEN Del Rey
410,0446679593,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books,http://images.amazon.com/images/P/0446679593.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446679593.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446679593.01.LZZZZZZZ.jpg,James Patterson Warner Books
411,1573225517,High Fidelity,Nick Hornby,1996,Riverhead Books,http://images.amazon.com/images/P/1573225517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225517.01.LZZZZZZZ.jpg,Nick Hornby Riverhead Books
412,0802130208,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987,Grove Press,http://images.amazon.com/images/P/0802130208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802130208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802130208.01.LZZZZZZZ.jpg,John Kennedy Toole Grove Press
413,0156628708,Mrs Dalloway,Virginia Woolf,1990,Harvest Books,http://images.amazon.com/images/P/0156628708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156628708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156628708.01.LZZZZZZZ.jpg,Virginia Woolf Harvest Books
414,0060199652,Prodigal Summer,Barbara Kingsolver,2000,HarperCollins,http://images.amazon.com/images/P/0060199652.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060199652.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060199652.01.LZZZZZZZ.jpg,Barbara Kingsolver HarperCollins
415,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books,http://images.amazon.com/images/P/034541389X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034541389X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034541389X.01.LZZZZZZZ.jpg,Jonathan Kellerman Ballantine Books
416,0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books,http://images.amazon.com/images/P/0316284955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg,Janet Fitch Back Bay Books
417,0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,http://images.amazon.com/images/P/0060987529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg,Gregory Maguire Regan Books
418,0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam,http://images.amazon.com/images/P/0553277472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg,ROBERT PIRSIG Bantam
419,0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,Bantam,http://images.amazon.com/images/P/0553560247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg,DIANE MOTT DAVIDSON Bantam
420,051512608X,The Reef,Nora Roberts,1999,Jove Books,http://images.amazon.com/images/P/051512608X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
421,067088300X,The Girls' Guide to Hunting and Fishing,Melissa Bank,1999,Viking Books,http://images.amazon.com/images/P/067088300X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067088300X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067088300X.01.LZZZZZZZ.jpg,Melissa Bank Viking Books
422,0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg,Andre Dubus III Vintage Books
423,0446608890,Saving Faith,David Baldacci,2000,Warner Vision,http://images.amazon.com/images/P/0446608890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608890.01.LZZZZZZZ.jpg,David Baldacci Warner Vision
424,0743437640,The Mulberry Tree,Jude Deveraux,2003,Pocket,http://images.amazon.com/images/P/0743437640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743437640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743437640.01.LZZZZZZZ.jpg,Jude Deveraux Pocket
425,0375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA,http://images.amazon.com/images/P/0375703861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703861.01.LZZZZZZZ.jpg,Zadie Smith Vintage Books USA
426,0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425152251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg,Jostein Gaarder Berkley Publishing Group
427,0312924585,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press,http://images.amazon.com/images/P/0312924585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312924585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312924585.01.LZZZZZZZ.jpg,Thomas Harris St. Martin's Press
428,0385479565,The Hot Zone,Richard Preston,1995,Anchor,http://images.amazon.com/images/P/0385479565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385479565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385479565.01.LZZZZZZZ.jpg,Richard Preston Anchor
429,0425162443,The Rapture of Canaan,Sheri Reynolds,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425162443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425162443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg,Sheri Reynolds Berkley Publishing Group
430,0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515132020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515132020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515132020.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
431,0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
432,038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Perennial,http://images.amazon.com/images/P/038079487X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038079487X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038079487X.01.LZZZZZZZ.jpg,Pearl Cleage Perennial
433,0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg,Frank McCourt Scribner
434,0312421273,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA,http://images.amazon.com/images/P/0312421273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312421273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312421273.01.LZZZZZZZ.jpg,Jonathan Franzen Picador USA
435,0786866586,Shopgirl : A Novella,Steve Martin,2000,Hyperion Press,http://images.amazon.com/images/P/0786866586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786866586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786866586.01.LZZZZZZZ.jpg,Steve Martin Hyperion Press
436,0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0064407675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407675.01.LZZZZZZZ.jpg,Lemony Snicket HarperCollins
437,0380977788,Coraline,Neil Gaiman,2002,HarperCollins,http://images.amazon.com/images/P/0380977788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380977788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380977788.01.LZZZZZZZ.jpg,Neil Gaiman HarperCollins
438,0553571818,Long After Midnight,IRIS JOHANSEN,1997,Bantam,http://images.amazon.com/images/P/0553571818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571818.01.LZZZZZZZ.jpg,IRIS JOHANSEN Bantam
439,0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,http://images.amazon.com/images/P/0441790348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441790348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441790348.01.LZZZZZZZ.jpg,Robert A. Heinlein ACE Charter
440,0345391055,Disclosure,Michael Crichton,1994,Ballantine Books,http://images.amazon.com/images/P/0345391055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.LZZZZZZZ.jpg,Michael Crichton Ballantine Books
441,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,http://images.amazon.com/images/P/0375760911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375760911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375760911.01.LZZZZZZZ.jpg,Laurie Notaro Villard Books
442,0374129983,The Corrections,Jonathan Franzen,2001,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0374129983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374129983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374129983.01.LZZZZZZZ.jpg,Jonathan Franzen Farrar Straus &amp; Giroux
443,0345413350,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1997,Del Rey,http://images.amazon.com/images/P/0345413350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413350.01.LZZZZZZZ.jpg,PHILIP PULLMAN Del Rey
444,0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316601950.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316601950.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316601950.01.LZZZZZZZ.jpg,Anita Shreve Back Bay Books
445,1573227331,About a Boy,Nick Hornby,1999,Riverhead Books,http://images.amazon.com/images/P/1573227331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573227331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573227331.01.LZZZZZZZ.jpg,Nick Hornby Riverhead Books
446,080411918X,A Patchwork Planet,ANNE TYLER,2001,Ballantine Books,http://images.amazon.com/images/P/080411918X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411918X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411918X.01.LZZZZZZZ.jpg,ANNE TYLER Ballantine Books
447,0066214122,Prey: A Novel,Michael Crichton,2002,HarperCollins,http://images.amazon.com/images/P/0066214122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066214122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066214122.01.LZZZZZZZ.jpg,Michael Crichton HarperCollins
448,0375502238,Blessings,ANNA QUINDLEN,2002,Random House,http://images.amazon.com/images/P/0375502238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375502238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375502238.01.LZZZZZZZ.jpg,ANNA QUINDLEN Random House
